date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
5/19/2021,Illinois,10851079,13391435,6498878,37.11,85.63,4702349,51.29,105.68,43622,70278,5546,0.81,,
5/20/2021,Illinois,10947955,13459095,6551298,37.49,86.4,4750034,51.7,106.21,96876,73399,5792,0.813,,
5/21/2021,Illinois,11039696,13624835,6603486,37.83,87.12,4793235,52.11,107.52,91741,76539,6040,0.81,,
5/22/2021,Illinois,11167219,13785635,6678706,38.26,88.13,4847686,52.71,108.79,127523,83436,6584,0.81,,
5/23/2021,Illinois,11245253,13785635,6719819,38.56,88.74,4886096,53.03,108.79,78034,77222,6094,0.816,,
5/24/2021,Illinois,11306682,13785635,6757138,38.77,89.23,4912590,53.32,108.79,61429,75987,5997,0.82,,
5/25/2021,Illinois,11343172,13825235,6780520,38.88,89.51,4926691,53.51,109.1,36490,76531,6039,0.82,,
5/26/2021,Illinois,11393564,13863855,6809345,39.07,89.91,4950277,53.74,109.41,50392,77498,6116,0.822,,
5/27/2021,Illinois,11454543,13891395,6844212,39.29,90.39,4978526,54.01,109.62,60979,72370,5711,0.825,,
5/28/2021,Illinois,11455715,14013135,6845541,39.3,90.4,4979930,54.02,110.59,1172,59431,4690,0.817,,
5/29/2021,Illinois,11583657,14140165,6919678,39.75,91.41,5036521,54.61,111.59,127942,59491,4695,0.819,,
5/30/2021,Illinois,11639422,14140165,6949454,39.96,91.85,5063194,54.84,111.59,55765,56310,4444,0.823,,
5/31/2021,Illinois,,,,,,,,,,51966,4101,,,
6/1/2021,Illinois,11701469,14140165,6987611,40.16,92.34,5088954,55.14,111.59,,51185,4039,0.828,,
6/2/2021,Illinois,11718643,14210365,6997915,40.22,92.48,5096475,55.22,112.14,17174,46440,3665,0.825,,
6/3/2021,Illinois,11748935,14234275,7011190,40.35,92.72,5113364,55.33,112.33,30292,42056,3319,0.825,,
6/4/2021,Illinois,11786638,14249235,7031473,40.5,93.01,5132008,55.49,112.45,37703,47275,3731,0.827,,
6/5/2021,Illinois,11841109,14350645,7060628,40.7,93.44,5157990,55.72,113.25,54471,36779,2902,0.825,,
6/6/2021,Illinois,11841617,14350645,7061752,40.71,93.45,5159077,55.73,113.25,508,28885,2279,0.825,,
6/7/2021,Illinois,11947497,14350645,7111417,41.17,94.28,5216406,56.12,113.25,105880,39579,3123,0.833,,
6/8/2021,Illinois,11981117,14367835,7127131,41.32,94.55,5235388,56.24,113.38,33620,39950,3153,0.834,,
6/9/2021,Illinois,12026308,14368995,7146838,41.52,94.91,5261079,56.4,113.39,45191,43952,3468,0.837,,
6/10/2021,Illinois,12077496,14372865,7170000,41.75,95.31,5290097,56.58,113.42,51188,46937,3704,0.84,,
6/11/2021,Illinois,12077756,14388725,7170455,41.75,95.31,5290524,56.59,113.55,260,41588,3282,0.839,,
6/12/2021,Illinois,12141586,14432025,7199627,42.03,95.82,5326217,56.82,113.89,63830,42925,3387,0.841,,
6/13/2021,Illinois,12184785,14432025,7217848,42.24,96.16,5352072,56.96,113.89,43199,49024,3869,0.844,,
6/14/2021,Illinois,12286836,14432025,7247009,42.89,96.96,5435511,57.19,113.89,102051,48477,3826,0.851,,
6/15/2021,Illinois,12332391,14438495,7266085,43.11,97.32,5462886,57.34,113.94,45555,50182,3960,0.854,,
6/16/2021,Illinois,12332481,14440975,7266404,43.11,97.32,5463230,57.34,113.96,90,43739,3452,0.854,,
6/17/2021,Illinois,12457407,14460485,7318672,43.71,98.31,5538524,57.76,114.12,124926,54273,4283,0.861,,
6/18/2021,Illinois,12496568,14473895,7336780,43.88,98.62,5560938,57.9,114.22,39161,59830,4721,0.863,,
6/19/2021,Illinois,12548114,14528485,7360655,44.11,99.02,5589874,58.09,114.65,51546,58075,4583,0.864,,
6/20/2021,Illinois,12573511,14528485,7371610,44.23,99.22,5605042,58.17,114.65,25397,55532,4382,0.865,,
6/21/2021,Illinois,12612678,14528485,7389867,44.41,99.53,5627021,58.32,114.65,39167,46549,3673,0.868,,
6/22/2021,Illinois,12629554,14540175,7397909,44.48,99.67,5636577,58.38,114.74,16876,42452,3350,0.869,,
6/23/2021,Illinois,12652123,14546265,7408793,44.57,99.84,5648404,58.47,114.79,22569,45663,3604,0.87,,
6/24/2021,Illinois,12680771,14549385,7424130,44.69,100.07,5663008,58.59,114.82,28648,31909,2518,0.872,,
6/25/2021,Illinois,12713403,14585235,7439705,44.83,100.33,5681233,58.71,115.1,32632,30976,2444,0.872,,
6/26/2021,Illinois,12754766,14646155,7456769,45.03,100.65,5706028,58.85,115.58,41363,29522,2330,0.871,,
6/27/2021,Illinois,12842169,14646155,7484404,45.48,101.34,5763723,59.06,115.58,87403,38380,3029,0.877,,
6/28/2021,Illinois,12938839,14646155,7511638,46.02,102.11,5832117,59.28,115.58,96670,46594,3677,0.883,,
6/29/2021,Illinois,12947452,14655315,7515869,46.06,102.18,5837037,59.31,115.65,8613,45414,3584,0.883,,
6/30/2021,Illinois,12971273,14656855,7528743,46.17,102.36,5849947,59.41,115.66,23821,45593,3598,0.885,,
7/1/2021,Illinois,13002032,14664715,7543744,46.29,102.61,5865479,59.53,115.73,30759,45894,3622,0.887,,
7/2/2021,Illinois,13031684,14675475,7557986,46.4,102.84,5880189,59.64,115.81,29652,45469,3588,0.888,,
7/3/2021,Illinois,13058473,14688115,7571801,46.52,103.05,5895346,59.75,115.91,26789,43387,3424,0.889,,
7/4/2021,Illinois,13087660,14688115,7585669,46.63,103.28,5909375,59.86,115.91,29187,35070,2768,0.891,,
7/5/2021,Illinois,,,,,,,,,,23226,1833,,,
7/6/2021,Illinois,13115185,14688115,7600391,46.74,103.5,5922870,59.98,115.91,,23962,1891,0.893,,
7/7/2021,Illinois,13116613,14688115,7601195,46.75,103.51,5923777,59.99,115.91,1428,20763,1639,0.893,,
7/8/2021,Illinois,13130458,14787765,7607532,46.81,103.62,5931888,60.04,116.7,13845,18347,1448,0.888,,
7/9/2021,Illinois,13156020,14805185,7619243,46.92,103.82,5945807,60.13,116.84,25562,17762,1402,0.889,,
7/10/2021,Illinois,13182552,14861055,7632442,47.03,104.03,5959419,60.23,117.28,26532,17726,1399,0.887,,
7/11/2021,Illinois,13206252,14861055,7644479,47.13,104.22,5971607,60.33,117.28,23700,16942,1337,0.889,,
7/12/2021,Illinois,13225512,14861055,7654636,47.2,104.37,5981125,60.41,117.28,19260,17727,1399,0.89,,
7/13/2021,Illinois,13239927,14866895,7663045,47.25,104.48,5987543,60.47,117.32,14415,17820,1406,0.891,,
7/14/2021,Illinois,13266486,14879805,7677418,47.35,104.69,5999785,60.59,117.42,26559,21410,1690,0.892,,
7/15/2021,Illinois,13290265,14890165,7690534,47.43,104.88,6010374,60.69,117.51,23779,22830,1802,0.893,,
7/16/2021,Illinois,13313178,14916955,7702941,47.51,105.06,6020797,60.79,117.72,22913,22451,1772,0.892,,
7/17/2021,Illinois,13335591,14973405,7715200,47.59,105.24,6031077,60.88,118.16,22413,21863,1725,0.891,,
7/18/2021,Illinois,13358047,14973405,7727548,47.67,105.42,6041214,60.98,118.16,22456,21685,1711,0.892,,
7/19/2021,Illinois,13376634,14973405,7738224,47.74,105.56,6049294,61.07,118.16,18587,21589,1704,0.893,,
7/20/2021,Illinois,13387855,14980975,7745870,47.77,105.65,6053831,61.13,118.22,11221,21133,1668,0.894,,
7/21/2021,Illinois,13407167,14995565,7756666,47.84,105.8,6062121,61.21,118.34,19312,20097,1586,0.894,,
7/22/2021,Illinois,13433726,15020815,7771721,47.93,106.01,6073610,61.33,118.54,26559,20494,1617,0.894,,
7/23/2021,Illinois,13459233,15099855,7786807,48.01,106.21,6084198,61.45,119.16,25507,20865,1647,0.891,,
7/24/2021,Illinois,13478563,15139975,7798525,48.08,106.37,6092061,61.54,119.48,19330,20425,1612,0.89,,
7/25/2021,Illinois,13499414,15140315,7811616,48.14,106.53,6100047,61.65,119.48,20851,20195,1594,0.892,,
7/26/2021,Illinois,13513042,15140315,7820730,48.18,106.64,6104786,61.72,119.48,13628,19487,1538,0.893,,
7/27/2021,Illinois,13521219,15161095,7826691,48.2,106.7,6107622,61.76,119.64,8177,19052,1503,0.892,,
7/28/2021,Illinois,13535577,15179155,7836915,48.24,106.82,6112291,61.85,119.79,14358,18344,1448,0.892,,
7/29/2021,Illinois,13563669,15250505,7853881,48.33,107.04,6123702,61.98,120.35,28092,18563,1465,0.889,,
7/30/2021,Illinois,13612245,15338565,7884514,48.47,107.42,6142053,62.22,121.04,48576,21859,1725,0.887,,
7/31/2021,Illinois,13637169,15445035,7900903,48.55,107.62,6151554,62.35,121.88,24924,22658,1788,0.883,,
8/1/2021,Illinois,13682875,15445035,7923562,48.64,107.98,6163559,62.53,121.88,45706,26209,2068,0.886,,
8/2/2021,Illinois,13703650,15445035,7937472,48.7,108.14,6170812,62.64,121.88,20775,27230,2149,0.887,,
8/3/2021,Illinois,13717452,15459295,7946490,48.74,108.25,6176354,62.71,122,13802,28033,2212,0.887,,
8/4/2021,Illinois,13737959,15481285,7959654,48.8,108.41,6184160,62.81,122.17,20507,28912,2282,0.887,,
8/5/2021,Illinois,13765464,15498185,7977296,48.89,108.63,6194696,62.95,122.3,27505,28828,2275,0.888,,
8/6/2021,Illinois,13791502,15571835,7994286,48.96,108.84,6204409,63.09,122.89,26038,25608,2021,0.886,,
8/7/2021,Illinois,13818242,15648565,8011749,49.04,109.05,6214380,63.22,123.49,26740,25868,2041,0.883,,
8/8/2021,Illinois,13845631,15648565,8028729,49.12,109.26,6224217,63.36,123.49,27389,23251,1835,0.885,,
8/9/2021,Illinois,13883544,15648565,8046021,49.19,109.56,6233627,63.5,123.49,37913,25699,2028,0.887,,
8/10/2021,Illinois,13900001,15661515,8056810,49.24,109.69,6240103,63.58,123.59,16457,26078,2058,0.888,,
8/11/2021,Illinois,13918406,15685075,8067993,49.31,109.84,6247879,63.67,123.78,18405,25778,2034,0.887,,
8/12/2021,Illinois,13936712,15731065,8079101,49.36,109.98,6255348,63.76,124.14,18306,24464,1931,0.886,,
8/13/2021,Illinois,13991192,15881435,8101207,49.48,110.41,6269965,63.93,125.33,54480,28527,2251,0.881,,
8/14/2021,Illinois,14039870,15906245,8119173,49.58,110.8,6282377,64.07,125.52,48678,31661,2499,0.883,,
8/15/2021,Illinois,14084250,15906245,8141918,49.72,111.15,6300283,64.25,125.52,44380,34088,2690,0.885,,
8/16/2021,Illinois,14140656,15906245,8157228,49.82,111.59,6313382,64.37,125.52,56406,36730,2899,0.889,,
8/17/2021,Illinois,14180536,15935405,8167176,49.89,111.91,6322093,64.45,125.75,39880,40076,3163,0.89,,
8/18/2021,Illinois,14201829,16018835,8178100,49.96,112.07,6331421,64.54,126.41,21293,40489,3195,0.887,,
8/19/2021,Illinois,14231724,16115265,8192972,50.07,112.31,6344469,64.66,127.17,29895,42145,3326,0.883,,
8/20/2021,Illinois,14262579,16310415,8208367,50.17,112.55,6357918,64.78,128.71,30855,38770,3060,0.874,,
8/21/2021,Illinois,14290439,16415675,8222218,50.27,112.77,6369569,64.89,129.54,27860,35796,2825,0.871,,
8/22/2021,Illinois,14317360,16415575,8235636,50.35,112.99,6380861,64.99,129.54,26921,33301,2628,0.872,,
8/23/2021,Illinois,14342285,16415395,8247461,50.44,113.18,6392174,65.09,129.54,24925,28804,2273,0.874,,
8/24/2021,Illinois,14358623,16415395,8255512,50.5,113.31,6399805,65.15,129.54,16338,25441,2008,0.875,,
8/25/2021,Illinois,14379712,16458145,8265800,50.58,113.48,6409683,65.23,129.88,21089,25412,2005,0.874,,
8/26/2021,Illinois,,,,,,,,,,24750,1953,,,
8/27/2021,Illinois,,,,,,,,,,23951,1890,,,
8/28/2021,Illinois,,,,,,,,,,23579,1861,,,
8/29/2021,Illinois,,,,,,,,,,23342,1842,,,
8/30/2021,Illinois,,,,,,,,,,23390,1846,,,
8/31/2021,Illinois,,,,,,,,,,24665,1946,,,
9/1/2021,Illinois,,,,,,,,,,25261,1993,,,
9/2/2021,Illinois,,,,,,,,,,25261,1993,,,
9/3/2021,Illinois,,,,,,,,,,25261,1993,,,
9/4/2021,Illinois,,,,,,,,,,25261,1993,,,
9/5/2021,Illinois,,,,,,,,,,25261,1993,,,
9/6/2021,Illinois,,,,,,,,,,25261,1993,,,
9/7/2021,Illinois,,,,,,,,,,25261,1993,,,
9/8/2021,Illinois,,,,,,,,,,25261,1993,,,
9/9/2021,Illinois,,,,,,,,,,25261,1993,,,
9/10/2021,Illinois,,,,,,,,,,25261,1993,,,
9/11/2021,Illinois,,,,,,,,,,25261,1993,,,
9/12/2021,Illinois,,,,,,,,,,25261,1993,,,
9/13/2021,Illinois,,,,,,,,,,25261,1993,,,
9/14/2021,Illinois,,,,,,,,,,25261,1993,,,
9/15/2021,Illinois,,,,,,,,,,25261,1993,,,
9/16/2021,Illinois,,,,,,,,,,25261,1993,,,
9/17/2021,Illinois,,,,,,,,,,25261,1993,,,
9/18/2021,Illinois,,,,,,,,,,25261,1993,,,
9/19/2021,Illinois,,,,,,,,,,25261,1993,,,
9/20/2021,Illinois,,,,,,,,,,25261,1993,,,
9/21/2021,Illinois,,,,,,,,,,25261,1993,,,
9/22/2021,Illinois,,,,,,,,,,25261,1993,,,
9/23/2021,Illinois,,,,,,,,,,25261,1993,,,
9/24/2021,Illinois,,,,,,,,,,25261,1993,,,
9/25/2021,Illinois,,,,,,,,,,25261,1993,,,
9/26/2021,Illinois,,,,,,,,,,25261,1993,,,
9/27/2021,Illinois,,,,,,,,,,25261,1993,,,
9/28/2021,Illinois,,,,,,,,,,25261,1993,,,
9/29/2021,Illinois,,,,,,,,,,25261,1993,,,
9/30/2021,Illinois,,,,,,,,,,25261,1993,,,
10/1/2021,Illinois,,,,,,,,,,25261,1993,,,
10/2/2021,Illinois,,,,,,,,,,25261,1993,,,
10/3/2021,Illinois,,,,,,,,,,25261,1993,,,
10/4/2021,Illinois,,,,,,,,,,25261,1993,,,
10/5/2021,Illinois,,,,,,,,,,25261,1993,,,
10/6/2021,Illinois,,,,,,,,,,25261,1993,,,
10/7/2021,Illinois,,,,,,,,,,25261,1993,,,
10/8/2021,Illinois,,,,,,,,,,25261,1993,,,
10/9/2021,Illinois,,,,,,,,,,25261,1993,,,
10/10/2021,Illinois,,,,,,,,,,25261,1993,,,
10/11/2021,Illinois,,,,,,,,,,25261,1993,,,
10/12/2021,Illinois,,,,,,,,,,25261,1993,,,
10/13/2021,Illinois,,,,,,,,,,25261,1993,,,
10/14/2021,Illinois,,,,,,,,,,25261,1993,,,
10/15/2021,Illinois,,,,,,,,,,25261,1993,,,
10/16/2021,Illinois,,,,,,,,,,25261,1993,,,
10/17/2021,Illinois,,,,,,,,,,25261,1993,,,
10/18/2021,Illinois,,,,,,,,,,25261,1993,,,
10/19/2021,Illinois,,,,,,,,,,25261,1993,,,
10/20/2021,Illinois,,,,,,,,,,25261,1993,,,
10/21/2021,Illinois,,,,,,,,,,25261,1993,,,
10/22/2021,Illinois,,,,,,,,,,25261,1993,,,
10/23/2021,Illinois,,,,,,,,,,25261,1993,,,
10/24/2021,Illinois,,,,,,,,,,25261,1993,,,
10/25/2021,Illinois,,,,,,,,,,25261,1993,,,
10/26/2021,Illinois,,,,,,,,,,25261,1993,,,
10/27/2021,Illinois,,,,,,,,,,25261,1993,,,
10/28/2021,Illinois,,,,,,,,,,25261,1993,,,
10/29/2021,Illinois,16021670,19382615,8278500,60.22,126.44,7630347,65.33,152.96,,25261,1993,0.827,697102,5.5
10/30/2021,Illinois,16098900,19517695,8294625,60.31,127.04,7642317,65.46,154.02,77230,32685,2579,0.825,746577,5.89
10/31/2021,Illinois,16217117,19514815,8314126,60.42,127.98,7656805,65.61,154,118217,45964,3627,0.831,798750,6.3
11/1/2021,Illinois,16270750,19510615,8325184,60.47,128.4,7663224,65.7,153.97,53633,50018,3947,0.834,835253,6.59
11/2/2021,Illinois,16307219,19572265,8333463,60.51,128.69,7668029,65.76,154.46,36469,51619,4074,0.833,859838,6.79
11/3/2021,Illinois,16363224,19720925,8347234,60.59,129.13,7678235,65.87,155.63,56005,56011,4420,0.83,892154,7.04
11/4/2021,Illinois,16434312,19794005,8363968,60.69,129.69,7690351,66,156.2,71088,62558,4937,0.83,934971,7.38
11/5/2021,Illinois,16479320,19845715,8373651,60.74,130.05,7696802,66.08,156.61,45008,65379,5159,0.83,964076,7.61
11/6/2021,Illinois,,,,,,,,,,59881,4726,,,
11/7/2021,Illinois,,,,,,,,,,48528,3830,,,
11/8/2021,Illinois,,,,,,,,,,46401,3662,,,
11/9/2021,Illinois,,,,,,,,,,46726,3687,,,
11/10/2021,Illinois,,,,,,,,,,44260,3493,,,
11/11/2021,Illinois,,,,,,,,,,39640,3128,,,
11/12/2021,Illinois,,,,,,,,,,38745,3058,,,
11/13/2021,Illinois,,,,,,,,,,38745,3058,,,
11/14/2021,Illinois,,,,,,,,,,38745,3058,,,
11/15/2021,Illinois,,,,,,,,,,38745,3058,,,
11/16/2021,Illinois,,,,,,,,,,38745,3058,,,
11/17/2021,Illinois,,,,,,,,,,38745,3058,,,
11/18/2021,Illinois,16983006,20963965,8415818,60.77,134.02,7700203,66.41,165.44,,38745,3058,0.81,1457539,11.5
11/19/2021,Illinois,17072730,21116575,8439178,60.9,134.73,7716876,66.6,166.64,89724,46028,3632,0.808,1507918,11.9
11/20/2021,Illinois,17152225,21237825,8458227,61,135.36,7729515,66.75,167.6,79495,51849,4092,0.808,1556644,12.28
11/21/2021,Illinois,17231600,21233465,8477219,61.08,135.98,7739895,66.9,167.56,79375,57653,4550,0.812,1606455,12.68
11/22/2021,Illinois,17295687,21226345,8492247,61.14,136.49,7748030,67.02,167.51,64087,61274,4835,0.815,1647912,13
11/23/2021,Illinois,17342768,21325865,8505503,61.21,136.86,7756194,67.12,168.29,47081,62465,4929,0.813,1675050,13.22
11/24/2021,Illinois,17604565,21492595,8703666,61.37,138.93,7776092,68.69,169.61,261797,94329,7444,0.819,1716812,13.55
11/25/2021,Illinois,,,,,,,,,,94805,7482,,,
11/26/2021,Illinois,,,,,,,,,,87999,6944,,,
11/27/2021,Illinois,,,,,,,,,,82654,6523,,,
11/28/2021,Illinois,,,,,,,,,,77326,6102,,,
11/29/2021,Illinois,,,,,,,,,,74182,5854,,,
11/30/2021,Illinois,,,,,,,,,,73467,5798,,,
12/1/2021,Illinois,,,,,,,,,,42079,3321,,,
12/2/2021,Illinois,17941198,21632335,8760457,61.6,141.58,7805286,69.13,170.71,,42079,3321,0.829,1967662,15.53
12/3/2021,Illinois,18011032,21816755,8780670,61.73,142.13,7821708,69.29,172.17,69834,46044,3634,0.826,2001310,15.79
12/4/2021,Illinois,18132229,21820445,8809778,61.95,143.09,7850295,69.52,172.2,121197,57347,4526,0.831,2064737,16.29
12/5/2021,Illinois,18244439,21800095,8838501,62.17,143.98,7878109,69.75,172.04,112210,67365,5316,0.837,2120194,16.73
12/6/2021,Illinois,18323339,21789595,8855599,62.34,144.6,7899483,69.88,171.95,78900,72625,5731,0.841,2160961,17.05
12/7/2021,Illinois,18376413,21898255,8868269,62.47,145.02,7916319,69.98,172.81,53074,74196,5855,0.839,2185966,17.25
12/8/2021,Illinois,,,,,,,,,,78014,6156,,,
12/9/2021,Illinois,18514016,22108865,8885587,62.68,146.1,7942254,70.12,174.47,,81831,6458,0.837,2281814,18.01
12/10/2021,Illinois,18612706,22312815,8911811,62.85,146.88,7963768,70.33,176.08,98690,85953,6783,0.834,2333825,18.42
12/11/2021,Illinois,18721134,22412175,8941041,63.04,147.74,7987826,70.56,176.87,108428,84129,6639,0.835,2388781,18.85
12/12/2021,Illinois,18812871,22414355,8963633,63.17,148.46,8004964,70.74,176.88,91737,81205,6408,0.839,2439730,19.25
12/13/2021,Illinois,,,,,,,,,,75701,5974,,,
12/14/2021,Illinois,,,,,,,,,,73888,5831,,,
12/15/2021,Illinois,,,,,,,,,,69827,5510,,,
12/16/2021,Illinois,18974384,22805465,8964022,63.33,149.74,8025343,70.74,179.97,,65767,5190,0.832,2583317,20.39
12/17/2021,Illinois,19072518,23006575,8988390,63.48,150.51,8043484,70.93,181.56,98134,65687,5184,0.829,2638756,20.82
12/18/2021,Illinois,19174363,22938535,9016047,63.63,151.31,8062632,71.15,181.02,101845,64747,5110,0.836,2693587,21.26
12/19/2021,Illinois,19273828,22882955,9043470,63.76,152.1,8079130,71.37,180.58,99465,65851,5197,0.842,2748934,21.69
12/20/2021,Illinois,19338365,22867695,9060672,63.83,152.61,8088772,71.5,180.46,64537,69302,5469,0.846,2786756,21.99
12/21/2021,Illinois,,,,,,,,,,69663,5497,,,
12/22/2021,Illinois,,,,,,,,,,70024,5526,,,
12/23/2021,Illinois,19467073,23051815,9069775,63.86,153.62,8091967,71.57,181.91,,70384,5554,0.844,2905263,22.93
12/24/2021,Illinois,,,,,,,,,,61994,4892,,,
12/25/2021,Illinois,,,,,,,,,,53073,4188,,,
12/26/2021,Illinois,,,,,,,,,,44493,3511,,,
12/27/2021,Illinois,,,,,,,,,,40902,3228,,,
12/28/2021,Illinois,,,,,,,,,,40402,3188,,,
12/29/2021,Illinois,,,,,,,,,,39901,3149,,,
12/30/2021,Illinois,19742882,23263615,9118884,64.04,155.8,8114639,71.96,183.59,,39401,3109,0.849,3110345,24.55
12/31/2021,Illinois,,,,,,,,,,41310,3260,,,
1/1/2022,Illinois,,,,,,,,,,43219,3411,,,
1/2/2022,Illinois,,,,,,,,,,45128,3561,,,
1/3/2022,Illinois,,,,,,,,,,47037,3712,,,
1/4/2022,Illinois,20006703,23217835,9201776,64.41,157.88,8162058,72.62,183.22,,48946,3863,0.862,3243664,25.6
1/5/2022,Illinois,20069018,23424565,9221817,64.51,158.38,8174855,72.77,184.86,62315,52220,4121,0.857,3272995,25.83
1/6/2022,Illinois,,,,,,,,,,52915,4176,,,
1/7/2022,Illinois,20157561,23954195,9231385,64.57,159.07,8181688,72.85,189.04,,51702,4080,0.842,3345152,26.4
1/8/2022,Illinois,20230375,24270165,9256381,64.66,159.65,8194192,73.05,191.53,72814,54566,4306,0.834,3380461,26.68
1/9/2022,Illinois,20313249,24248065,9285827,64.79,160.3,8209652,73.28,191.35,82874,58868,4646,0.838,3417840,26.97
1/10/2022,Illinois,20368488,24248165,9303798,64.85,160.74,8217575,73.42,191.36,55239,59221,4673,0.84,3447407,27.21
1/11/2022,Illinois,20401751,24319435,9314410,64.89,161,8222470,73.5,191.92,33263,56435,4454,0.839,3466437,27.36
1/12/2022,Illinois,,,,,,,,,,53819,4247,,,
1/13/2022,Illinois,,,,,,,,,,53780,4244,,,
1/14/2022,Illinois,20533751,24536655,9336312,64.99,162.04,8235691,73.68,193.63,,53741,4241,0.837,3564278,28.13
1/15/2022,Illinois,20606055,24609355,9360116,65.11,162.61,8250044,73.87,194.21,72304,53669,4235,0.837,3598452,28.4
1/16/2022,Illinois,,,,,,,,,,49011,3868,,,
1/17/2022,Illinois,,,,,,,,,,48301,3812,,,
1/18/2022,Illinois,20756870,24615455,9411531,65.28,163.8,8272328,74.27,194.25,,50731,4003,0.843,3674847,29
1/19/2022,Illinois,,,,,,,,,,48139,3799,,,
1/20/2022,Illinois,,,,,,,,,,45547,3594,,,
1/21/2022,Illinois,20834431,24877355,9437975,65.45,164.42,8293518,74.48,196.32,,42954,3390,0.837,3748083,29.58
1/22/2022,Illinois,20902841,24973635,9460531,65.58,164.96,8310044,74.66,197.08,68410,42398,3346,0.837,3777026,29.81
1/23/2022,Illinois,20966686,24973635,9480752,65.69,165.46,8324461,74.82,197.08,63845,44337,3499,0.84,3805348,30.03
1/24/2022,Illinois,21008623,24973635,9494176,65.74,165.79,8330026,74.92,197.08,41937,43146,3405,0.841,3828113,30.21
1/25/2022,Illinois,,,,,,,,,,39838,3144,,,
1/26/2022,Illinois,,,,,,,,,,40018,3158,,,
1/27/2022,Illinois,,,,,,,,,,40198,3172,,,
1/28/2022,Illinois,21117078,25215935,9503443,65.89,166.65,8349821,75,198.99,,40378,3186,0.837,3906344,30.83
1/29/2022,Illinois,21172518,25275035,9521844,66.01,167.08,8365052,75.14,199.46,55440,38525,3040,0.838,3927249,30.99
1/30/2022,Illinois,21221672,25275035,9536871,66.12,167.47,8378684,75.26,199.46,49154,36427,2875,0.84,3947067,31.15
1/31/2022,Illinois,,,,,,,,,,33442,2639,,,
2/1/2022,Illinois,,,,,,,,,,32575,2571,,,
2/2/2022,Illinois,,,,,,,,,,31709,2502,,,
2/3/2022,Illinois,,,,,,,,,,30842,2434,,,
2/4/2022,Illinois,21326905,25373735,9552577,66.32,168.3,8404510,75.38,200.24,,29975,2365,0.841,4010982,31.65
2/5/2022,Illinois,,,,,,,,,,24472,1931,,,
2/6/2022,Illinois,,,,,,,,,,19867,1568,,,
2/7/2022,Illinois,,,,,,,,,,19277,1521,,,
2/8/2022,Illinois,,,,,,,,,,18687,1475,,,
2/9/2022,Illinois,,,,,,,,,,18097,1428,,,
2/10/2022,Illinois,,,,,,,,,,17507,1382,,,
2/11/2022,Illinois,21445326,25680735,9558963,66.64,169.24,8444024,75.43,202.66,,16917,1335,0.835,4079653,32.19
2/12/2022,Illinois,21483284,25712235,9571609,66.73,169.54,8456457,75.53,202.91,37958,19923,1572,0.836,4091811,32.29
2/13/2022,Illinois,21517966,25712235,9583084,66.82,169.81,8467789,75.63,202.91,34682,22461,1773,0.837,4102702,32.38
2/14/2022,Illinois,21541985,25712235,9589913,66.88,170,8475225,75.68,202.91,24019,23475,1853,0.838,4112063,32.45
2/15/2022,Illinois,,,,,,,,,,23376,1845,,,
2/16/2022,Illinois,,,,,,,,,,23276,1837,,,
2/17/2022,Illinois,,,,,,,,,,23176,1829,,,
2/18/2022,Illinois,21606862,25976855,9591219,67.03,170.51,8494121,75.69,205,,23077,1821,0.832,4139185,32.66
2/19/2022,Illinois,21636884,25990855,9600247,67.1,170.75,8503109,75.76,205.11,30022,21943,1732,0.832,4145800,32.72
2/20/2022,Illinois,,,,,,,,,,18967,1497,,,
2/21/2022,Illinois,,,,,,,,,,17514,1382,,,
2/22/2022,Illinois,,,,,,,,,,17176,1355,,,
2/23/2022,Illinois,,,,,,,,,,16837,1329,,,
2/24/2022,Illinois,,,,,,,,,,16499,1302,,,
2/25/2022,Illinois,21719983,26142095,9609649,67.32,171.4,8530350,75.83,206.3,,16160,1275,0.831,4181787,33
2/26/2022,Illinois,21740905,26157795,9616522,67.37,171.57,8537156,75.89,206.42,20922,14860,1173,0.831,4188477,33.05
2/27/2022,Illinois,,,,,,,,,,15410,1216,,,
2/28/2022,Illinois,21776299,26168295,9626954,67.46,171.85,8548541,75.97,206.51,,15959,1259,0.832,4200580,33.15
3/1/2022,Illinois,21787515,26172995,9630123,67.49,171.94,8552058,76,206.54,11216,15583,1230,0.832,4204995,33.18
3/2/2022,Illinois,21804306,26194845,9635227,67.53,172.07,8557582,76.04,206.72,16791,16003,1263,0.832,4210394,33.23
3/3/2022,Illinois,,,,,,,,,,14440,1140,,,
3/4/2022,Illinois,21810119,26257745,9636237,67.6,172.12,8565653,76.04,207.21,,12877,1016,0.831,4222131,33.32
3/5/2022,Illinois,,,,,,,,,,11035,871,,,
3/6/2022,Illinois,,,,,,,,,,9655,762,,,
3/7/2022,Illinois,,,,,,,,,,8274,653,,,
3/8/2022,Illinois,,,,,,,,,,7820,617,,,
3/9/2022,Illinois,,,,,,,,,,6568,518,,,
